,,,,
,,,,
,,,,
,,,,
,,,,
Date,OPEN,HIGH,LOW,LAST
10/5/48,15.82,15.82,15.82,15.82
10/6/48,15.84,15.84,15.84,15.84
10/7/48,15.93,15.93,15.93,15.93
10/8/48,15.9,15.9,15.9,15.9
10/11/48,15.9,15.9,15.9,15.9
10/13/48,16.09,16.09,16.09,16.09
10/14/48,16.14,16.14,16.14,16.14
10/15/48,16.12,16.12,16.12,16.12
10/18/48,16.19,16.19,16.19,16.19
10/19/48,16.28,16.28,16.28,16.28
10/20/48,16.34,16.34,16.34,16.34
10/21/48,16.36,16.36,16.36,16.36
10/22/48,16.61,16.61,16.61,16.61
10/25/48,16.58,16.58,16.58,16.58
10/26/48,16.59,16.59,16.59,16.59
10/27/48,16.57,16.57,16.57,16.57
10/28/48,16.46,16.46,16.46,16.46
10/29/48,16.5,16.5,16.5,16.5
11/1/48,16.7,16.7,16.7,16.7
11/3/48,15.93,15.93,15.93,15.93
11/4/48,16.14,16.14,16.14,16.14
11/5/48,15.43,15.43,15.43,15.43
11/8/48,15.5,15.5,15.5,15.5
11/9/48,15.01,15.01,15.01,15.01
11/10/48,15,15,15,15
11/12/48,15.04,15.04,15.04,15.04
11/15/48,15.27,15.27,15.27,15.27
11/16/48,15.26,15.26,15.26,15.26
11/17/48,15.22,15.22,15.22,15.22
11/18/48,15.26,15.26,15.26,15.26
11/19/48,15.31,15.31,15.31,15.31
11/22/48,15.21,15.21,15.21,15.21
11/23/48,15.19,15.19,15.19,15.19
11/24/48,14.91,14.91,14.91,14.91
11/26/48,14.91,14.91,14.91,14.91
11/29/48,14.79,14.79,14.79,14.79
11/30/48,14.75,14.75,14.75,14.75
12/1/48,15.01,15.01,15.01,15.01
12/2/48,15,15,15,15
12/3/48,15.13,15.13,15.13,15.13
12/6/48,15.23,15.23,15.23,15.23
12/7/48,15.24,15.24,15.24,15.24
12/8/48,15.2,15.2,15.2,15.2
12/9/48,15.17,15.17,15.17,15.17
12/10/48,15.22,15.22,15.22,15.22
12/13/48,15.33,15.33,15.33,15.33
12/14/48,15.25,15.25,15.25,15.25
12/15/48,15.17,15.17,15.17,15.17
12/16/48,15.16,15.16,15.16,15.16
12/17/48,15.2,15.2,15.2,15.2
12/20/48,15.19,15.19,15.19,15.19
12/21/48,15.14,15.14,15.14,15.14
12/22/48,15.15,15.15,15.15,15.15
12/23/48,15.15,15.15,15.15,15.15
12/24/48,15.25,15.25,15.25,15.25
12/27/48,15.19,15.19,15.19,15.19
12/28/48,15.08,15.08,15.08,15.08
12/29/48,15.28,15.28,15.28,15.28
12/30/48,15.28,15.28,15.28,15.28
12/31/48,15.2,15.2,15.2,15.2
1/3/49,14.95,14.95,14.95,14.95
1/4/49,15.03,15.03,15.03,15.03
1/5/49,15.16,15.16,15.16,15.16
1/6/49,15.5,15.5,15.5,15.5
1/7/49,15.61,15.61,15.61,15.61
1/10/49,15.51,15.51,15.51,15.51
1/11/49,15.5,15.5,15.5,15.5
1/12/49,15.47,15.47,15.47,15.47
1/13/49,15.39,15.39,15.39,15.39
1/14/49,15.24,15.24,15.24,15.24
1/17/49,15.38,15.38,15.38,15.38
1/18/49,15.38,15.38,15.38,15.38
1/19/49,15.44,15.44,15.44,15.44
1/20/49,15.5,15.5,15.5,15.5
1/21/49,15.47,15.47,15.47,15.47
1/24/49,15.44,15.44,15.44,15.44
1/25/49,15.33,15.33,15.33,15.33
1/26/49,15.29,15.29,15.29,15.29
1/27/49,15.25,15.25,15.25,15.25
1/28/49,15.2,15.2,15.2,15.2
1/31/49,15.22,15.22,15.22,15.22
2/1/49,15.34,15.34,15.34,15.34
2/2/49,15.35,15.35,15.35,15.35
2/3/49,15.32,15.32,15.32,15.32
2/4/49,15.09,15.09,15.09,15.09
2/7/49,14.76,14.76,14.76,14.76
2/8/49,14.7,14.7,14.7,14.7
2/9/49,14.78,14.78,14.78,14.78
2/10/49,14.58,14.58,14.58,14.58
2/11/49,14.56,14.56,14.56,14.56
2/14/49,14.61,14.61,14.61,14.61
2/15/49,14.65,14.65,14.65,14.65
2/16/49,14.73,14.73,14.73,14.73
2/17/49,14.83,14.83,14.83,14.83
2/18/49,14.79,14.79,14.79,14.79
2/21/49,14.74,14.74,14.74,14.74
2/23/49,14.6,14.6,14.6,14.6
2/24/49,14.42,14.42,14.42,14.42
2/25/49,14.38,14.38,14.38,14.38
2/28/49,14.62,14.62,14.62,14.62
3/1/49,14.71,14.71,14.71,14.71
3/2/49,14.67,14.67,14.67,14.67
3/3/49,14.65,14.65,14.65,14.65
3/4/49,14.67,14.67,14.67,14.67
3/7/49,14.86,14.86,14.86,14.86
3/8/49,14.89,14.89,14.89,14.89
3/9/49,14.86,14.86,14.86,14.86
3/10/49,14.87,14.87,14.87,14.87
3/11/49,15.02,15.02,15.02,15.02
3/14/49,15.07,15.07,15.07,15.07
3/15/49,14.98,14.98,14.98,14.98
3/16/49,14.92,14.92,14.92,14.92
3/17/49,14.97,14.97,14.97,14.97
3/18/49,14.94,14.94,14.94,14.94
3/21/49,14.87,14.87,14.87,14.87
3/22/49,14.77,14.77,14.77,14.77
3/23/49,14.95,14.95,14.95,14.95
3/24/49,14.97,14.97,14.97,14.97
3/25/49,14.89,14.89,14.89,14.89
3/28/49,14.93,14.93,14.93,14.93
3/29/49,15.22,15.22,15.22,15.22
3/30/49,15.21,15.21,15.21,15.21
3/31/49,15.06,15.06,15.06,15.06
4/1/49,14.94,14.94,14.94,14.94
4/4/49,14.98,14.98,14.98,14.98
4/5/49,14.96,14.96,14.96,14.96
4/6/49,14.92,14.92,14.92,14.92
4/7/49,14.93,14.93,14.93,14.93
4/8/49,14.97,14.97,14.97,14.97
4/11/49,14.99,14.99,14.99,14.99
4/12/49,15.03,15.03,15.03,15.03
4/13/49,15.02,15.02,15.02,15.02
4/14/49,14.99,14.99,14.99,14.99
4/18/49,15.07,15.07,15.07,15.07
4/19/49,15.01,15.01,15.01,15.01
4/20/49,14.97,14.97,14.97,14.97
4/21/49,14.72,14.72,14.72,14.72
4/22/49,14.7,14.7,14.7,14.7
4/25/49,14.68,14.68,14.68,14.68
4/26/49,14.76,14.76,14.76,14.76
4/27/49,14.76,14.76,14.76,14.76
4/28/49,14.69,14.69,14.69,14.69
4/29/49,14.71,14.71,14.71,14.71
5/2/49,14.78,14.78,14.78,14.78
5/3/49,14.85,14.85,14.85,14.85
5/4/49,15.02,15.02,15.02,15.02
5/5/49,15.01,15.01,15.01,15.01
5/6/49,14.92,14.92,14.92,14.92
5/9/49,14.88,14.88,14.88,14.88
5/10/49,14.82,14.82,14.82,14.82
5/11/49,14.85,14.85,14.85,14.85
5/12/49,14.87,14.87,14.87,14.87
5/13/49,14.88,14.88,14.88,14.88
5/16/49,14.96,14.96,14.96,14.96
5/17/49,14.93,14.93,14.93,14.93
5/18/49,14.89,14.89,14.89,14.89
5/19/49,14.8,14.8,14.8,14.8
5/20/49,14.73,14.73,14.73,14.73
5/23/49,14.58,14.58,14.58,14.58
5/24/49,14.5,14.5,14.5,14.5
5/25/49,14.57,14.57,14.57,14.57
5/26/49,14.56,14.56,14.56,14.56
5/27/49,14.51,14.51,14.51,14.51
5/31/49,14.19,14.19,14.19,14.19
6/1/49,14.14,14.14,14.14,14.14
6/2/49,14.14,14.14,14.14,14.14
6/3/49,14.05,14.05,14.05,14.05
6/6/49,13.82,13.82,13.82,13.82
6/7/49,13.84,13.84,13.84,13.84
6/8/49,13.93,13.93,13.93,13.93
6/9/49,13.93,13.93,13.93,13.93
6/10/49,13.81,13.81,13.81,13.81
6/13/49,13.55,13.55,13.55,13.55
6/14/49,13.64,13.64,13.64,13.64
6/15/49,13.9,13.9,13.9,13.9
6/16/49,13.85,13.85,13.85,13.85
6/17/49,13.87,13.87,13.87,13.87
6/20/49,14.07,14.07,14.07,14.07
6/21/49,14.08,14.08,14.08,14.08
6/22/49,14.04,14.04,14.04,14.04
6/23/49,14.11,14.11,14.11,14.11
6/24/49,14.13,14.13,14.13,14.13
6/27/49,14.12,14.12,14.12,14.12
6/28/49,14,14,14,14
6/29/49,14.09,14.09,14.09,14.09
6/30/49,14.16,14.16,14.16,14.16
7/1/49,14.26,14.26,14.26,14.26
7/5/49,14.34,14.34,14.34,14.34
7/6/49,14.52,14.52,14.52,14.52
7/7/49,14.52,14.52,14.52,14.52
7/8/49,14.51,14.51,14.51,14.51
7/11/49,14.51,14.51,14.51,14.51
7/12/49,14.61,14.61,14.61,14.61
7/13/49,14.78,14.78,14.78,14.78
7/14/49,14.79,14.79,14.79,14.79
7/15/49,14.76,14.76,14.76,14.76
7/18/49,14.8,14.8,14.8,14.8
7/19/49,14.94,14.94,14.94,14.94
7/20/49,14.97,14.97,14.97,14.97
7/21/49,14.9,14.9,14.9,14.9
7/22/49,14.89,14.89,14.89,14.89
7/25/49,14.94,14.94,14.94,14.94
7/26/49,15.06,15.06,15.06,15.06
7/27/49,15.06,15.06,15.06,15.06
7/28/49,15.04,15.04,15.04,15.04
7/29/49,15.04,15.04,15.04,15.04
8/1/49,15.12,15.12,15.12,15.12
8/2/49,15.16,15.16,15.16,15.16
8/3/49,15.15,15.15,15.15,15.15
8/4/49,15.13,15.13,15.13,15.13
8/5/49,15.35,15.35,15.35,15.35
8/8/49,15.51,15.51,15.51,15.51
8/9/49,15.37,15.37,15.37,15.37
8/10/49,15.44,15.44,15.44,15.44
8/11/49,15.39,15.39,15.39,15.39
8/12/49,15.32,15.32,15.32,15.32
8/15/49,15.25,15.25,15.25,15.25
8/16/49,15.29,15.29,15.29,15.29
8/17/49,15.46,15.46,15.46,15.46
8/18/49,15.5,15.5,15.5,15.5
8/19/49,15.41,15.41,15.41,15.41
8/22/49,15.37,15.37,15.37,15.37
8/23/49,15.17,15.17,15.17,15.17
8/24/49,15.18,15.18,15.18,15.18
8/25/49,15.22,15.22,15.22,15.22
8/26/49,15.28,15.28,15.28,15.28
8/29/49,15.12,15.12,15.12,15.12
8/30/49,15.21,15.21,15.21,15.21
8/31/49,15.22,15.22,15.22,15.22
9/1/49,15.31,15.31,15.31,15.31
9/2/49,15.29,15.29,15.29,15.29
9/6/49,15.28,15.28,15.28,15.28
9/7/49,15.38,15.38,15.38,15.38
9/8/49,15.41,15.41,15.41,15.41
9/9/49,15.4,15.4,15.4,15.4
9/12/49,15.52,15.52,15.52,15.52
9/13/49,15.74,15.74,15.74,15.74
9/14/49,15.73,15.73,15.73,15.73
9/15/49,15.61,15.61,15.61,15.61
9/16/49,15.66,15.66,15.66,15.66
9/19/49,15.55,15.55,15.55,15.55
9/20/49,15.19,15.19,15.19,15.19
9/21/49,15.41,15.41,15.41,15.41
9/22/49,15.5,15.5,15.5,15.5
9/23/49,15.57,15.57,15.57,15.57
9/26/49,15.53,15.53,15.53,15.53
9/27/49,15.41,15.41,15.41,15.41
9/28/49,15.53,15.53,15.53,15.53
9/29/49,15.62,15.62,15.62,15.62
9/30/49,15.58,15.58,15.58,15.58
10/3/49,15.6,15.6,15.6,15.6
10/4/49,15.75,15.75,15.75,15.75
10/5/49,15.78,15.78,15.78,15.78
10/6/49,15.84,15.84,15.84,15.84
10/7/49,15.85,15.85,15.85,15.85
10/10/49,15.83,15.83,15.83,15.83
10/11/49,15.97,15.97,15.97,15.97
10/13/49,15.97,15.97,15.97,15.97
10/14/49,15.91,15.91,15.91,15.91
10/17/49,15.73,15.73,15.73,15.73
10/18/49,15.84,15.84,15.84,15.84
10/19/49,15.93,15.93,15.93,15.93
10/20/49,15.9,15.9,15.9,15.9
10/21/49,15.85,15.85,15.85,15.85
10/24/49,15.87,15.87,15.87,15.87
10/25/49,15.95,15.95,15.95,15.95
10/26/49,16.06,16.06,16.06,16.06
10/27/49,16.15,16.15,16.15,16.15
10/28/49,16.08,16.08,16.08,16.08
10/31/49,16.04,16.04,16.04,16.04
11/1/49,16.2,16.2,16.2,16.2
11/2/49,16.33,16.33,16.33,16.33
11/3/49,16.29,16.29,16.29,16.29
11/4/49,16.21,16.21,16.21,16.21
11/7/49,16.16,16.16,16.16,16.16
11/9/49,16.18,16.18,16.18,16.18
11/10/49,16.14,16.14,16.14,16.14
11/14/49,16.03,16.03,16.03,16.03
11/15/49,15.75,15.75,15.75,15.75
11/16/49,15.84,15.84,15.84,15.84
11/17/49,15.96,15.96,15.96,15.96
11/18/49,16.14,16.14,16.14,16.14
11/21/49,16.07,16.07,16.07,16.07
11/22/49,16.15,16.15,16.15,16.15
11/23/49,16.19,16.19,16.19,16.19
11/25/49,16.1,16.1,16.1,16.1
11/28/49,16.05,16.05,16.05,16.05
11/29/49,16.02,16.02,16.02,16.02
11/30/49,16.06,16.06,16.06,16.06
12/1/49,16.15,16.15,16.15,16.15
12/2/49,16.28,16.28,16.28,16.28
12/5/49,16.41,16.41,16.41,16.41
12/6/49,16.39,16.39,16.39,16.39
12/7/49,16.43,16.43,16.43,16.43
12/8/49,16.43,16.43,16.43,16.43
12/9/49,16.42,16.42,16.42,16.42
12/12/49,16.57,16.57,16.57,16.57
12/13/49,16.64,16.64,16.64,16.64
12/14/49,16.67,16.67,16.67,16.67
12/15/49,16.68,16.68,16.68,16.68
12/16/49,16.66,16.66,16.66,16.66
12/19/49,16.59,16.59,16.59,16.59
12/20/49,16.53,16.53,16.53,16.53
12/21/49,16.49,16.49,16.49,16.49
12/22/49,16.64,16.64,16.64,16.64
12/23/49,16.64,16.64,16.64,16.64
12/27/49,16.58,16.58,16.58,16.58
12/28/49,16.66,16.66,16.66,16.66
12/29/49,16.68,16.68,16.68,16.68
12/30/49,16.79,16.79,16.79,16.79
1/3/50,16.66,16.66,16.66,16.66
1/4/50,16.85,16.85,16.85,16.85
1/5/50,16.93,16.93,16.93,16.93
1/6/50,16.98,16.98,16.98,16.98
1/9/50,17.08,17.08,17.08,17.08
1/10/50,17.03,17.03,17.03,17.03
1/11/50,17.09,17.09,17.09,17.09
1/12/50,16.76,16.76,16.76,16.76
1/13/50,16.67,16.67,16.67,16.67
1/16/50,16.72,16.72,16.72,16.72
1/17/50,16.86,16.86,16.86,16.86
1/18/50,16.85,16.85,16.85,16.85
1/19/50,16.87,16.87,16.87,16.87
1/20/50,16.9,16.9,16.9,16.9
1/23/50,16.92,16.92,16.92,16.92
1/24/50,16.86,16.86,16.86,16.86
1/25/50,16.74,16.74,16.74,16.74
1/26/50,16.73,16.73,16.73,16.73
1/27/50,16.82,16.82,16.82,16.82
1/30/50,17.02,17.02,17.02,17.02
1/31/50,17.05,17.05,17.05,17.05
2/1/50,17.05,17.05,17.05,17.05
2/2/50,17.23,17.23,17.23,17.23
2/3/50,17.29,17.29,17.29,17.29
2/6/50,17.32,17.32,17.32,17.32
2/7/50,17.23,17.23,17.23,17.23
2/8/50,17.21,17.21,17.21,17.21
2/9/50,17.28,17.28,17.28,17.28
2/10/50,17.24,17.24,17.24,17.24
2/14/50,17.06,17.06,17.06,17.06
2/15/50,17.06,17.06,17.06,17.06
2/16/50,16.99,16.99,16.99,16.99
2/17/50,17.15,17.15,17.15,17.15
2/20/50,17.2,17.2,17.2,17.2
2/21/50,17.17,17.17,17.17,17.17
2/23/50,17.21,17.21,17.21,17.21
2/24/50,17.28,17.28,17.28,17.28
2/27/50,17.28,17.28,17.28,17.28
2/28/50,17.22,17.22,17.22,17.22
3/1/50,17.24,17.24,17.24,17.24
3/2/50,17.23,17.23,17.23,17.23
3/3/50,17.29,17.29,17.29,17.29
3/6/50,17.32,17.32,17.32,17.32
3/7/50,17.2,17.2,17.2,17.2
3/8/50,17.19,17.19,17.19,17.19
3/9/50,17.07,17.07,17.07,17.07
3/10/50,17.09,17.09,17.09,17.09
3/13/50,17.12,17.12,17.12,17.12
3/14/50,17.25,17.25,17.25,17.25
3/15/50,17.45,17.45,17.45,17.45
3/16/50,17.49,17.49,17.49,17.49
3/17/50,17.45,17.45,17.45,17.45
3/20/50,17.44,17.44,17.44,17.44
3/21/50,17.45,17.45,17.45,17.45
3/22/50,17.55,17.55,17.55,17.55
3/23/50,17.56,17.56,17.56,17.56
3/24/50,17.56,17.56,17.56,17.56
3/27/50,17.46,17.46,17.46,17.46
3/28/50,17.53,17.53,17.53,17.53
3/29/50,17.44,17.44,17.44,17.44
3/30/50,17.3,17.3,17.3,17.3
3/31/50,17.29,17.29,17.29,17.29
4/3/50,17.53,17.53,17.53,17.53
4/4/50,17.55,17.55,17.55,17.55
4/5/50,17.63,17.63,17.63,17.63
4/6/50,17.78,17.78,17.78,17.78
4/10/50,17.85,17.85,17.85,17.85
4/11/50,17.75,17.75,17.75,17.75
4/12/50,17.94,17.94,17.94,17.94
4/13/50,17.98,17.98,17.98,17.98
4/14/50,17.96,17.96,17.96,17.96
4/17/50,17.88,17.88,17.88,17.88
4/18/50,18.03,18.03,18.03,18.03
4/19/50,18.05,18.05,18.05,18.05
4/20/50,17.93,17.93,17.93,17.93
4/21/50,17.96,17.96,17.96,17.96
4/24/50,17.83,17.83,17.83,17.83
4/25/50,17.83,17.83,17.83,17.83
4/26/50,17.76,17.76,17.76,17.76
4/27/50,17.86,17.86,17.86,17.86
4/28/50,17.96,17.96,17.96,17.96
5/1/50,18.22,18.22,18.22,18.22
5/2/50,18.11,18.11,18.11,18.11
5/3/50,18.27,18.27,18.27,18.27
5/4/50,18.12,18.12,18.12,18.12
5/5/50,18.22,18.22,18.22,18.22
5/8/50,18.27,18.27,18.27,18.27
5/9/50,18.27,18.27,18.27,18.27
5/10/50,18.29,18.29,18.29,18.29
5/11/50,18.29,18.29,18.29,18.29
5/12/50,18.18,18.18,18.18,18.18
5/15/50,18.26,18.26,18.26,18.26
5/16/50,18.44,18.44,18.44,18.44
5/17/50,18.52,18.52,18.52,18.52
5/18/50,18.56,18.56,18.56,18.56
5/19/50,18.68,18.68,18.68,18.68
5/22/50,18.6,18.6,18.6,18.6
5/23/50,18.71,18.71,18.71,18.71
5/24/50,18.69,18.69,18.69,18.69
5/25/50,18.69,18.69,18.69,18.69
5/26/50,18.67,18.67,18.67,18.67
5/29/50,18.72,18.72,18.72,18.72
5/31/50,18.78,18.78,18.78,18.78
6/1/50,18.77,18.77,18.77,18.77
6/2/50,18.79,18.79,18.79,18.79
6/5/50,18.6,18.6,18.6,18.6
6/6/50,18.88,18.88,18.88,18.88
6/7/50,18.93,18.93,18.93,18.93
6/8/50,19.14,19.14,19.14,19.14
6/9/50,19.26,19.26,19.26,19.26
6/12/50,19.4,19.4,19.4,19.4
6/13/50,19.25,19.25,19.25,19.25
6/14/50,18.98,18.98,18.98,18.98
6/15/50,18.93,18.93,18.93,18.93
6/16/50,18.97,18.97,18.97,18.97
6/19/50,18.92,18.92,18.92,18.92
6/20/50,18.83,18.83,18.83,18.83
6/21/50,19,19,19,19
6/22/50,19.16,19.16,19.16,19.16
6/23/50,19.14,19.14,19.14,19.14
6/26/50,18.11,18.11,18.11,18.11
6/27/50,17.91,17.91,17.91,17.91
6/28/50,18.11,18.11,18.11,18.11
6/29/50,17.44,17.44,17.44,17.44
6/30/50,17.69,17.69,17.69,17.69
7/3/50,17.64,17.64,17.64,17.64
7/5/50,17.81,17.81,17.81,17.81
7/6/50,17.91,17.91,17.91,17.91
7/7/50,17.67,17.67,17.67,17.67
7/10/50,17.59,17.59,17.59,17.59
7/11/50,17.32,17.32,17.32,17.32
7/12/50,16.87,16.87,16.87,16.87
7/13/50,16.69,16.69,16.69,16.69
7/14/50,16.87,16.87,16.87,16.87
7/17/50,16.68,16.68,16.68,16.68
7/18/50,17.06,17.06,17.06,17.06
7/19/50,17.36,17.36,17.36,17.36
7/20/50,17.61,17.61,17.61,17.61
7/21/50,17.59,17.59,17.59,17.59
7/24/50,17.48,17.48,17.48,17.48
7/25/50,17.23,17.23,17.23,17.23
7/26/50,17.27,17.27,17.27,17.27
7/27/50,17.5,17.5,17.5,17.5
7/28/50,17.69,17.69,17.69,17.69
7/31/50,17.84,17.84,17.84,17.84
8/1/50,18.02,18.02,18.02,18.02
8/2/50,17.95,17.95,17.95,17.95
8/3/50,17.99,17.99,17.99,17.99
8/4/50,18.14,18.14,18.14,18.14
8/7/50,18.41,18.41,18.41,18.41
8/8/50,18.46,18.46,18.46,18.46
8/9/50,18.61,18.61,18.61,18.61
8/10/50,18.48,18.48,18.48,18.48
8/11/50,18.28,18.28,18.28,18.28
8/14/50,18.29,18.29,18.29,18.29
8/15/50,18.32,18.32,18.32,18.32
8/16/50,18.34,18.34,18.34,18.34
8/17/50,18.54,18.54,18.54,18.54
8/18/50,18.68,18.68,18.68,18.68
8/21/50,18.7,18.7,18.7,18.7
8/22/50,18.68,18.68,18.68,18.68
8/23/50,18.82,18.82,18.82,18.82
8/24/50,18.79,18.79,18.79,18.79
8/25/50,18.54,18.54,18.54,18.54
8/28/50,18.53,18.53,18.53,18.53
8/29/50,18.54,18.54,18.54,18.54
8/30/50,18.43,18.43,18.43,18.43
8/31/50,18.42,18.42,18.42,18.42
9/1/50,18.55,18.55,18.55,18.55
9/5/50,18.68,18.68,18.68,18.68
9/6/50,18.54,18.54,18.54,18.54
9/7/50,18.59,18.59,18.59,18.59
9/8/50,18.75,18.75,18.75,18.75
9/11/50,18.61,18.61,18.61,18.61
9/12/50,18.87,18.87,18.87,18.87
9/13/50,19.09,19.09,19.09,19.09
9/14/50,19.18,19.18,19.18,19.18
9/15/50,19.29,19.29,19.29,19.29
9/18/50,19.37,19.37,19.37,19.37
9/19/50,19.31,19.31,19.31,19.31
9/20/50,19.21,19.21,19.21,19.21
9/21/50,19.37,19.37,19.37,19.37
9/22/50,19.44,19.44,19.44,19.44
9/25/50,19.42,19.42,19.42,19.42
9/26/50,19.14,19.14,19.14,19.14
9/27/50,19.41,19.41,19.41,19.41
9/28/50,19.42,19.42,19.42,19.42
9/29/50,19.45,19.45,19.45,19.45
10/2/50,19.69,19.69,19.69,19.69
10/3/50,19.66,19.66,19.66,19.66
10/4/50,20,20,20,20
10/5/50,19.89,19.89,19.89,19.89
10/6/50,20.12,20.12,20.12,20.12
10/9/50,20,20,20,20
10/10/50,19.78,19.78,19.78,19.78
10/11/50,19.86,19.86,19.86,19.86
10/13/50,19.85,19.85,19.85,19.85
10/16/50,19.71,19.71,19.71,19.71
10/17/50,19.89,19.89,19.89,19.89
10/18/50,20.01,20.01,20.01,20.01
10/19/50,20.02,20.02,20.02,20.02
10/20/50,19.96,19.96,19.96,19.96
10/23/50,19.96,19.96,19.96,19.96
10/24/50,20.08,20.08,20.08,20.08
10/25/50,20.05,20.05,20.05,20.05
10/26/50,19.61,19.61,19.61,19.61
10/27/50,19.77,19.77,19.77,19.77
10/30/50,19.61,19.61,19.61,19.61
10/31/50,19.53,19.53,19.53,19.53
11/1/50,19.56,19.56,19.56,19.56
11/2/50,19.73,19.73,19.73,19.73
11/3/50,19.85,19.85,19.85,19.85
11/6/50,19.36,19.36,19.36,19.36
11/8/50,19.56,19.56,19.56,19.56
11/9/50,19.79,19.79,19.79,19.79
11/10/50,19.94,19.94,19.94,19.94
11/13/50,20.01,20.01,20.01,20.01
11/14/50,19.86,19.86,19.86,19.86
11/15/50,19.82,19.82,19.82,19.82
11/16/50,19.72,19.72,19.72,19.72
11/17/50,19.86,19.86,19.86,19.86
11/20/50,19.93,19.93,19.93,19.93
11/21/50,19.88,19.88,19.88,19.88
11/22/50,20.16,20.16,20.16,20.16
11/24/50,20.32,20.32,20.32,20.32
11/27/50,20.18,20.18,20.18,20.18
11/28/50,19.56,19.56,19.56,19.56
11/29/50,19.37,19.37,19.37,19.37
11/30/50,19.51,19.51,19.51,19.51
12/1/50,19.66,19.66,19.66,19.66
12/4/50,19,19,19,19
12/5/50,19.31,19.31,19.31,19.31
12/6/50,19.45,19.45,19.45,19.45
12/7/50,19.4,19.4,19.4,19.4
12/8/50,19.4,19.4,19.4,19.4
12/11/50,19.72,19.72,19.72,19.72
12/12/50,19.68,19.68,19.68,19.68
12/13/50,19.67,19.67,19.67,19.67
12/14/50,19.43,19.43,19.43,19.43
12/15/50,19.33,19.33,19.33,19.33
12/18/50,19.85,19.85,19.85,19.85
12/19/50,19.96,19.96,19.96,19.96
12/20/50,19.97,19.97,19.97,19.97
12/21/50,19.98,19.98,19.98,19.98
12/22/50,20.07,20.07,20.07,20.07
12/26/50,19.92,19.92,19.92,19.92
12/27/50,20.3,20.3,20.3,20.3
12/28/50,20.38,20.38,20.38,20.38
12/29/50,20.43,20.43,20.43,20.43
1/2/51,20.77,20.77,20.77,20.77
1/3/51,20.69,20.69,20.69,20.69
1/4/51,20.87,20.87,20.87,20.87
1/5/51,20.87,20.87,20.87,20.87
1/8/51,21,21,21,21
1/9/51,21.12,21.12,21.12,21.12
1/10/51,20.85,20.85,20.85,20.85
1/11/51,21.19,21.19,21.19,21.19
1/12/51,21.11,21.11,21.11,21.11
1/15/51,21.3,21.3,21.3,21.3
1/16/51,21.46,21.46,21.46,21.46
1/17/51,21.55,21.55,21.55,21.55
1/18/51,21.4,21.4,21.4,21.4
1/19/51,21.36,21.36,21.36,21.36
1/22/51,21.18,21.18,21.18,21.18
1/23/51,21.26,21.26,21.26,21.26
1/24/51,21.16,21.16,21.16,21.16
1/25/51,21.03,21.03,21.03,21.03
1/26/51,21.26,21.26,21.26,21.26
1/29/51,21.67,21.67,21.67,21.67
1/30/51,21.74,21.74,21.74,21.74
1/31/51,21.66,21.66,21.66,21.66
2/1/51,21.77,21.77,21.77,21.77
2/2/51,21.96,21.96,21.96,21.96
2/5/51,22.2,22.2,22.2,22.2
2/6/51,22.12,22.12,22.12,22.12
2/7/51,21.99,21.99,21.99,21.99
2/8/51,22.09,22.09,22.09,22.09
2/9/51,22.17,22.17,22.17,22.17
2/13/51,22.18,22.18,22.18,22.18
2/14/51,22.12,22.12,22.12,22.12
2/15/51,22,22,22,22
2/16/51,22.13,22.13,22.13,22.13
2/19/51,21.83,21.83,21.83,21.83
2/20/51,21.79,21.79,21.79,21.79
2/21/51,21.86,21.86,21.86,21.86
2/23/51,21.92,21.92,21.92,21.92
2/26/51,21.93,21.93,21.93,21.93
2/27/51,21.76,21.76,21.76,21.76
2/28/51,21.8,21.8,21.8,21.8
3/1/51,21.85,21.85,21.85,21.85
3/2/51,21.93,21.93,21.93,21.93
3/5/51,21.79,21.79,21.79,21.79
3/6/51,21.79,21.79,21.79,21.79
3/7/51,21.86,21.86,21.86,21.86
3/8/51,21.95,21.95,21.95,21.95
3/9/51,21.95,21.95,21.95,21.95
3/12/51,21.7,21.7,21.7,21.7
3/13/51,21.41,21.41,21.41,21.41
3/14/51,21.25,21.25,21.25,21.25
3/15/51,21.29,21.29,21.29,21.29
3/16/51,21.64,21.64,21.64,21.64
3/19/51,21.56,21.56,21.56,21.56
3/20/51,21.52,21.52,21.52,21.52
3/21/51,21.64,21.64,21.64,21.64
3/22/51,21.73,21.73,21.73,21.73
3/26/51,21.53,21.53,21.53,21.53
3/27/51,21.51,21.51,21.51,21.51
3/28/51,21.26,21.26,21.26,21.26
3/29/51,21.33,21.33,21.33,21.33
3/30/51,21.48,21.48,21.48,21.48
4/2/51,21.32,21.32,21.32,21.32
4/3/51,21.26,21.26,21.26,21.26
4/4/51,21.4,21.4,21.4,21.4
4/5/51,21.69,21.69,21.69,21.69
4/6/51,21.72,21.72,21.72,21.72
4/9/51,21.68,21.68,21.68,21.68
4/10/51,21.65,21.65,21.65,21.65
4/11/51,21.64,21.64,21.64,21.64
4/12/51,21.83,21.83,21.83,21.83
4/13/51,22.09,22.09,22.09,22.09
4/16/51,22.04,22.04,22.04,22.04
4/17/51,22.09,22.09,22.09,22.09
4/18/51,22.13,22.13,22.13,22.13
4/19/51,22.04,22.04,22.04,22.04
4/20/51,22.04,22.04,22.04,22.04
4/23/51,22.05,22.05,22.05,22.05
4/24/51,21.96,21.96,21.96,21.96
